VBELN,FKDAT,MATNR,KUNNR,FKIMG,NETWR,WAVWR,VKBUR,INCO1
90063504,16-07-2025,prd-29,CLI-1724,133,9831291.89,5039414.45,cc-202,horeca
90055613,2025-08-21,PRD-25,CLI-1827,156,10180281.49,5512269.53,CC-101,RETAIL
90061049,2022-08-14,PRD-29,CLI-1268,78,50127.36,295194.68,CC-203,FOB
90003268,05-12-2023,PRD-01,CLI-1993,51,1748490.66,842273.12,CC-101,RETAIL
90072229,2024-07-19,PRD-35,CLI-1720,93,16216876.87,7499973.9,CC-202,RETAIL
90052747,2023/09/13,PRD-25,CLI-1547,36,639274.08,312051.93,CC-202,RETAIL
90038599,2022/11/25, prd-21 ,CLI-1018,159,1621940.52,764886.14, cc-202 , dist 
90032635,2025/08/01,PRD-16,CLI-1432,77,6829622.09,3257632.77,CC-202,RETAIL
90056704,20-12-2023,PRD-26,CLI-1374,77,417830.08,1562056.73,CC-203,FOB
90058888,17-07-2023,PRD-28,CLI-1851,224,8648482.81,3621833.93,CC-101,HORECA
90005756,02-05-2024,PRD-02,CLI-1319,145,16831576.77,6451290.74,CC-202,DIST
90025568,06-08-2023,PRD-14,CLI-1990,150,2921511.53,1448344.29,CC-101,DIST
90058587,2022/06/11,PRD-28,CLI-1310,92,87739.86,644531.23,CC-203,FOB
90028516,26-02-2021,PRD-16,CLI-1134,67,284464.23,126376.38,CC-101,DIST
90064228,15-07-2022,PRD-30,CLI-1216,68,979072.63,386994.23,CC-202,HORECA
90052216,19-05-2023,PRD-25,CLI-1532,196,2507119.91,1190699.83,CC-202,DIST
90023962,12/12/2025,PRD-13,CLI-1408,60,832505.54,3589952.27,CC-203,FOB
90042091,2021/05/20,prd-23,CLI-1261,58,236256.69,111055.63,cc-202,retail
90039019,2023/06/20,PRD-21,CLI-1137,54,812246.55,391840.32,CC-101,RETAIL
90028127,2024/11/01, prd-15 ,CLI-1208,174,24059614.72,9294544.08, cc-202 , retail 
90015041,2024-12-02,PRD-07 ,CLI-1441,109,16570475.55,6543626.2,CC-202 ,RETAIL 
90023971,2021/01/27,PRD-14,CLI-1768,167,685159.26,322511.31,CC-202,DIST
90074238,24/11/2021,PRD-36,CLI-1824,162,2279428.29,1022173.78,CC-202,RETAIL
90043110,07/05/2022,PRD-23,CLI-1891,100,654625.63,307101.56,CC-202,HORECA
90055345,2025-06-18,PRD-25,CLI-1095,31,2180517.01,1044934.96,CC-202,DIST
90047499,2022/12/15,PRD-24,CLI-1564,160,2971697.84,1149095.17,CC-101,RETAIL
90028906,12/07/2021,PRD-16,CLI-1315,238,1208523.19,565649.29,CC-202,RETAIL
90078156,15-05-2025,PRD-36 ,CLI-1094,205,41190826.84,19605728.38,CC-101 ,RETAIL 
90003467,2024/05/22,PRD-01,CLI-1481,158,637713.32,4479995.09,CC-203,FOB
90032483,2025/06/14, prd-16 ,CLI-1880,134,11561638.16,5487594.33, cc-202 , dist 
90064365,2023-06-13,prd-30,CLI-1861,241,597601.67,2669656.45,cc-203,fob
90040127,2024/10/25,PRD-21,CLI-1459,239,14841501.77,7824967.19,CC-101,RETAIL
90017789,2024-11-11,PRD-09,CLI-1657,206,14261163.96,7501645.21,CC-202,RETAIL
90042021,2021-04-19,prd-23,CLI-1327,71,291911.15,132681.26,cc-202,horeca
90074832,18-06-2022,PRD-36,CLI-1872,78,1480785.44,689429.84,CC-101,RETAIL
90029994,02/09/2022,PRD-16,CLI-1855,191,1753473.54,840656.59,CC-101,DIST
90055285,2025-05-14,PRD-25,CLI-1020,120,8301172.04,3856775.46,CC-101,DIST
90030411,2023/03/01,PRD-16,CLI-1270,252,3247663.61,1604397.99,CC-101,RETAIL
90055274,20/05/2025,PRD-25,CLI-1077,66,4275818.42,2148840.51,CC-202,DIST
90020188,27-08-2021,prd-12,CLI-1595,239,1000396.06,454573.82,cc-202,horeca
90024127,2021/04/09,PRD-14,CLI-1319,194,894698.16,417428.98,CC-101,DIST
90030587,2023/06/22,PRD-16,CLI-1226,197,3303012.84,1551550.53,CC-202,RETAIL
90011219,2021/09/09,PRD-06 ,CLI-1058,219,1231510.41,586261.61,CC-202 ,DIST 
90007490,04/05/2022,prd-04,CLI-1935,182,171636.09,1245292.47,cc-203,fob
90009561,2025-06-17,PRD-04,CLI-1028,234,39592061.41,18546720.29,CC-202,DIST
90028369,2025-09-22, prd-15 ,CLI-1380,176,33430510.53,12611585.16, cc-101 , horeca 
90026858,20/09/2025,PRD-14 ,CLI-1103,153,13093083.32,6844429.8,CC-101 ,DIST 
90065288,11-10-2022,PRD-31,CLI-1056,104,148769.19,815887.73,CC-203,FOB
90065344,24-12-2022,PRD-31,CLI-1730,231,5363749.47,1996804.42,CC-101,RETAIL
90048855,2021/02/01,PRD-25,CLI-1347,138,464282.07,213850.76,CC-202,RETAIL
90049467,2021/07/19, prd-25 ,CLI-1895,211,848190.18,392575.95, cc-101 , horeca 
90015223,2021/05/27,PRD-08 ,CLI-1966,207,452110.77,1218690.21,CC-203 ,FOB 
90044257,2023-07-22,PRD-23,CLI-1706,54,827683.36,400894.4,CC-202,HORECA
90016513,2022-10-06,prd-09,CLI-1266,116,1132241.03,573834.79,cc-202,dist
90038862,14/03/2023,PRD-21,CLI-1567,211,2798440.23,1255924.0,CC-202,DIST
90068913,2023-12-25,PRD-34 ,CLI-1804,71,43409.09,3112373.6,CC-203 ,FOB 
90036974,18/09/2025,prd-19,CLI-1020,112,1271161.6,9598995.11,cc-203,fob
90005783,2024/06/19,PRD-02,CLI-1273,138,769328.87,6473768.27,CC-203,FOB
90071106,13/08/2022,prd-35,CLI-1859,95,2382488.08,1082089.77,cc-101,dist
90055179,2025/04/20,PRD-25,CLI-1183,58,3860941.54,1875078.27,CC-202,RETAIL
90054554,26/11/2024,PRD-25,CLI-1303,218,11861348.87,5992529.34,CC-202,RETAIL
90041614,21/09/2024,PRD-22,CLI-1313,80,9959951.3,3861880.62,CC-101,DIST
90076291,2023/09/14,PRD-36,CLI-1914,189,10816139.31,4576480.15,CC-101,RETAIL
90024953,2022-08-27,PRD-14,CLI-1861,28,262662.34,121995.07,CC-202,RETAIL
90062449,2024-04-21,PRD-29,CLI-1745,61,3114084.95,1455719.92,CC-202,RETAIL
90004764,07-03-2021,PRD-02,CLI-1627,170,1363297.89,535010.01,CC-101,RETAIL
90006025,2025-03-05,PRD-02,CLI-1288,60,425934.56,3632264.58,CC-203,FOB
90061419,2023/01/01,PRD-29,CLI-1580,164,1819357.11,824261.87,CC-202,DIST
90054990,10/02/2025,PRD-25 ,CLI-1603,67,3988108.42,1974150.62,CC-101 ,HORECA 
90052033,2023-03-04,PRD-25,CLI-1293,43,438276.42,222462.86,CC-101,RETAIL
90060457,2021-12-26,PRD-29,CLI-1006,202,1150414.24,502888.78,CC-202,RETAIL
90058615,2022/07/07,PRD-28,CLI-1196,214,4330674.01,1544858.62,CC-202,HORECA
90047154,15/03/2022,PRD-24,CLI-1615,40,422878.68,179215.98,CC-101,DIST
90033540,12-09-2024,PRD-17 ,CLI-1183,240,31305559.75,12015399.95,CC-202 ,HORECA 
90026232,21-08-2024,PRD-14,CLI-1540,211,15033962.09,6582126.71,CC-202,RETAIL
90003936,03-11-2024,PRD-01,CLI-1892,190,13265914.19,6671541.14,CC-202,RETAIL
90052241,2023-05-02,prd-25,CLI-1325,234,2964053.26,1420302.51,cc-101,dist
90038664,19-11-2022,PRD-21,CLI-1282,135,1372561.42,647360.8,CC-101,RETAIL
90021363,2023/04/11,PRD-12,CLI-1837,235,2827994.67,1395695.18,CC-202,RETAIL
90014070,08/08/2025,prd-06,CLI-1124,101,9131108.32,4688099.52,cc-202,retail
90007713,2022-09-22,PRD-04,CLI-1722,231,4257076.51,2117711.19,CC-202,RETAIL
90044542,01/10/2023,PRD-23,CLI-1921,199,4118459.63,2025805.66,CC-202,DIST
90021600,21-07-2023,PRD-12,CLI-1283,200,2853615.72,1404212.47,CC-101,RETAIL
90021293,2023-02-17,PRD-12,CLI-1242,137,1413897.95,672745.93,CC-202,RETAIL
90038600,02-11-2022,PRD-21,CLI-1239,186,1910205.73,879753.25,CC-202,HORECA
90008215,2023/06/01,PRD-04,CLI-1454,57,1779142.14,932456.05,CC-101,RETAIL
90023885,2025-07-09,PRD-13,CLI-1130,110,15239539.17,5886779.06,CC-202,DIST
90072936,06-08-2025,PRD-35,CLI-1567,31,7386376.72,3370534.67,CC-202,RETAIL
90056124,11-11-2025,PRD-25,CLI-1948,117,8062635.22,4255577.98,CC-202,RETAIL
90025155,2022/11/16,PRD-14 ,CLI-1841,63,693746.11,330587.53,CC-202 ,HORECA 
90019419,2025/08/05,PRD-10,CLI-1168,248,43753560.5,16779894.44,CC-202,HORECA
90055165,2025-04-26, prd-25 ,CLI-1224,180,11971320.7,5769334.61, cc-202 , retail 
90063010,09/11/2024,PRD-29,CLI-1923,77,4880492.62,2424579.06,CC-101,RETAIL
90047372,12-09-2022,PRD-24 ,CLI-1998,189,262101.45,1167735.6,CC-203 ,FOB 
90015578,01/04/2021,PRD-09,CLI-1977,104,489329.31,225719.89,CC-101,RETAIL
90018756,04-05-2022,PRD-10,CLI-1179,245,215885.82,1376908.06,CC-203,FOB
90002454,03/11/2022,PRD-01,CLI-1290,147,106363.77,764692.07,CC-203,FOB
90024236,06-06-2021,PRD-14,CLI-1387,71,26417.34,159935.29,CC-203,FOB
90016853,2023-04-16,PRD-09,CLI-1101,99,1474577.25,710146.79,CC-202,HORECA
90020884,19-08-2022,PRD-12,CLI-1928,24,173507.37,83993.5,CC-202,RETAIL
90060768,21-05-2022,PRD-29,CLI-1842,104,705590.77,328915.94,CC-202,RETAIL
90063385,2025-05-20,prd-29,CLI-1834,119,8706585.97,4557407.84,cc-202,retail
90021466,13/05/2023,PRD-12,CLI-1077,191,2308760.46,1227881.01,CC-202,HORECA
90036058,09/02/2022, prd-19 ,CLI-1745,166,164759.64,979064.22, cc-203 , fob 
90041644,25-12-2024,PRD-22,CLI-1163,122,17577897.12,6111692.28,CC-202,HORECA
90040428,08-03-2025,PRD-21,CLI-1307,249,17856174.27,9059562.7,CC-101,RETAIL
90055768,04-09-2025,PRD-25,CLI-1246,248,18156860.84,8603467.39,CC-202,HORECA
90020063,2021/06/17,PRD-12,CLI-1984,257,1010144.27,486974.83,CC-202,DIST
90027685,2023-05-17,prd-15,CLI-1626,192,5670432.69,2218431.15,cc-202,horeca
90015242,25/10/2021,PRD-08,CLI-1359,140,294772.18,1021797.28,CC-203,FOB
90043580,13-10-2022,PRD-23,CLI-1056,29,261063.67,121338.95,CC-101,HORECA
90018158,08/06/2025,prd-09,CLI-1747,258,23277792.49,10560451.35,cc-202,retail
90013653,2024-12-11,PRD-06,CLI-1323,178,13968730.34,6949967.19,CC-101,DIST
90042139,2021/05/26,PRD-23,CLI-1075,204,834750.15,389942.31,CC-202,HORECA
90065831,2024/10/11,PRD-31,CLI-1533,43,6390188.79,2432406.59,CC-202,HORECA
90029395,2022/01/24,PRD-16,CLI-1683,126,729490.32,353851.2,CC-101,RETAIL
90051170,27/08/2022,prd-25,CLI-1185,94,641206.15,317841.63,cc-202,horeca
90036241,2022-10-01,PRD-19,CLI-1931,185,4460146.62,1756350.78,CC-202,HORECA
90066045,2025-08-23,prd-31,CLI-1243,192,35664132.12,13133619.07,cc-202,dist
90047490,17/12/2022,PRD-24,CLI-1554,237,4258282.09,1671943.93,CC-202,HORECA
90046872,25-07-2021,prd-24,CLI-1141,30,20501.48,98553.83,cc-203,fob
90014895,2024/02/20,PRD-07,CLI-1716,190,18794066.41,7526872.45,CC-101,DIST
90023989,2021-01-03,prd-14,CLI-1954,218,887564.8,422125.48,cc-202,retail
90067954,19/05/2022,PRD-34,CLI-1871,212,4420203.98,2012673.83,CC-202,RETAIL
90050063,2021/11/26,PRD-25 ,CLI-1321,50,231374.88,103754.25,CC-202 ,HORECA 
90017897,2025-01-03, prd-09 ,CLI-1161,134,11197179.86,5149364.97, cc-101 , retail 
90050432,08-03-2022,PRD-25,CLI-1014,123,663271.74,317377.12,CC-202,DIST
90024097,2021-04-16,PRD-14,CLI-1743,138,621003.79,301310.13,CC-202,RETAIL
90019930,22/04/2021,PRD-12,CLI-1941,154,568300.62,271523.18,CC-202,HORECA
90047994,06/04/2024,PRD-24,CLI-1620,43,291292.0,1588114.13,CC-203,FOB
90065058,18/01/2022,prd-31,CLI-1188,147,180136.91,661702.95,cc-203,fob
90056410,21/09/2021,PRD-26,CLI-1849,46,32376.78,140728.3,CC-203,FOB
90052136,20-04-2023,prd-25,CLI-1047,229,2661182.36,1276275.64,cc-202,retail
90039492,01-12-2023,PRD-21,CLI-1877,59,1938236.92,891785.1,CC-101,RETAIL
90007800,15-10-2022,PRD-04 ,CLI-1302,48,961086.55,457822.95,CC-202 ,HORECA 
90030539,2023/05/07,PRD-16,CLI-1232,101,1502791.84,733272.88,CC-101,RETAIL
90068494,26/04/2023,PRD-34,CLI-1236,113,4389104.28,2092137.28,CC-202,RETAIL
90028653,2021-04-01,PRD-16,CLI-1434,127,587571.33,261699.59,CC-202,RETAIL
90044392,14-08-2023,PRD-23,CLI-1508,131,2210084.34,1077500.65,CC-202,RETAIL
90076458,26/10/2023,PRD-36,CLI-1705,231,13817462.08,6429260.2,CC-101,HORECA
90054321,2024-09-11,PRD-25,CLI-1921,171,9380194.22,4550346.33,CC-101,RETAIL
90072541,2024-12-03,prd-35,CLI-1878,203,43119087.16,19354416.46,cc-202,retail
90029315,2021/12/15, prd-16 ,CLI-1939,46,256586.4,123113.75, cc-202 , horeca 
90014460,11-08-2021,PRD-07,CLI-1734,101,1098594.82,398613.15,CC-101,RETAIL
90003637,2024-07-20,PRD-01,CLI-1042,162,9934641.6,4935234.28,CC-202,RETAIL
90077399,2024/08/22,prd-36,CLI-1139,194,31318685.85,14718763.95,cc-101,retail
90005003,2021/11/21,PRD-02,CLI-1566,186,1903548.38,793925.78,CC-101,HORECA
90077484,23-09-2024, prd-36 ,CLI-1296,78,12884749.78,5892347.86, cc-202 , retail 
90013715,2025/01/27,PRD-06 ,CLI-1634,220,18085462.93,8742644.45,CC-202 ,RETAIL 
90017498,12/05/2024,PRD-09 ,CLI-1537,150,9412813.36,4346152.52,CC-202 ,DIST 
90026898,22/10/2025,PRD-14,CLI-1803,153,13639028.87,6769357.37,CC-202,RETAIL
90065055,2022/01/08,PRD-31,CLI-1106,214,2704522.54,960771.67,CC-101,HORECA
90060315,2021/10/26,PRD-29,CLI-1297,247,1256178.31,565361.93,CC-202,DIST
90045396,13-08-2024,PRD-23 ,CLI-1704,204,11408114.94,5619080.71,CC-101 ,HORECA 
90024971,2022/09/09,PRD-14,CLI-1339,87,58548.01,394433.57,CC-203,FOB
90021243,2023/01/07,PRD-12,CLI-1636,222,2219455.62,1021470.4,CC-202,DIST
90019369,2025-05-23,prd-10,CLI-1909,52,8760204.8,3258682.53,cc-202,dist
90018597,2021-07-01,PRD-10,CLI-1362,198,158106.53,721230.35,CC-203,FOB
90070163,2021/02/12,PRD-35,CLI-1317,233,2704675.46,1189777.62,CC-202,HORECA
90061920,20-08-2023,PRD-29,CLI-1939,245,4349239.37,2136359.46,CC-202,RETAIL
90032928,25-12-2025,prd-16,CLI-1954,145,14541344.16,6748422.16,cc-202,retail
90007180,17-11-2021,PRD-04,CLI-1187,134,1565792.08,707025.57,CC-101,DIST
90007570,07/06/2022,PRD-04,CLI-1019,179,2829046.63,1407249.39,CC-202,HORECA
90006973,2021-08-07,PRD-04,CLI-1404,85,934626.07,404551.87,CC-101,RETAIL
90027491,2022/08/09,PRD-15,CLI-1468,219,3776261.19,1466606.44,CC-101,RETAIL
90059779,2021/04/19,PRD-29,CLI-1129,131,537030.0,251086.97,CC-202,HORECA
90062791,2024/08/15,PRD-29,CLI-1928,92,5565805.67,2710561.55,CC-101,RETAIL
90048885,2021-03-10,PRD-25,CLI-1786,178,616792.58,285474.99,CC-101,DIST
90004683,2025/12/02,prd-01,CLI-1465,227,21114854.11,11102582.23,cc-202,retail
90045582,10/11/2024,PRD-23,CLI-1522,168,10451212.57,5331100.01,CC-101,HORECA
90077076,09-05-2024,PRD-36,CLI-1323,171,24896943.42,11314737.16,CC-101,HORECA
90015123,2025/08/21,PRD-07,CLI-1977,88,1041108.56,6409222.85,CC-203,FOB
90058993,2023-11-16, prd-28 ,CLI-1174,178,11629450.43,4580928.57, cc-202 , retail 
90009578,24/06/2025,PRD-04,CLI-1923,117,20041494.22,9960702.23,CC-101,RETAIL
90002043,2022/06/23,PRD-01,CLI-1245,46,355639.46,171886.48,CC-202,HORECA
90070952,05-06-2022,prd-35,CLI-1680,204,4311162.95,1990458.74,cc-202,retail
90033261,2022-09-26,PRD-17,CLI-1218,142,204887.87,1007648.78,CC-203,FOB
90061857,2023-08-21,PRD-29,CLI-1125,99,1776571.51,822921.56,CC-101,HORECA
90069665,2025-04-27,PRD-34,CLI-1004,200,45061230.33,21179674.58,CC-202,RETAIL
90034783,2023/08/23,prd-18,CLI-1763,155,3986131.42,1888582.68,cc-202,horeca
