ProductoID,CentroCostoID,Ene_Vol,Ene_Ing,Feb_Vol,Feb_Ing,Mar_Vol,Mar_Ing,Abr_Vol,Abr_Ing,May_Vol,May_Ing,Jun_Vol,Jun_Ing,Jul_Vol,Jul_Ing,Ago_Vol,Ago_Ing,Sep_Vol,Sep_Ing,Oct_Vol,Oct_Ing,Nov_Vol,Nov_Ing,Dic_Vol,Dic_Ing
PRD-07,CC-202,2063,16936588.7,2046,16776030.9,2199,18029629.9,2084,17445260.7,2724,21509061.3,2413,19529610.5,3187,25391570.1,3482,30449851.2,2767,22714509.6,2989,24466192.2,2728,21732048.4,2519,20524143.9
PRD-07,CC-203,1388,11158217.6,1296,11183277.1,1341,10736854.4,1384,11275078.1,1786,14600784.4,1439,11783220.7,2194,18344913.5,1801,14643642.6,1732,14298488.9,1845,15625644.5,1924,15967674.1,1523,12408533.2
PRD-08,CC-202,446,7260007.7,451,7105762.8,506,8059549.9,472,7370688.0,569,8913474.3,439,7107272.1,681,10759121.3,752,12036505.3,630,9501444.9,628,10070535.7,678,11153777.4,552,8555102.9
PRD-08,CC-203,239,3835479.8,269,4350390.8,290,4621653.7,268,4290457.9,351,5608300.6,320,5065536.2,412,6535425.0,455,7291931.5,369,5786080.6,423,6698103.3,404,6460702.2,307,4798201.4
PRD-09,CC-202,3036,12792240.4,3116,12731291.4,3183,13317819.7,3523,14071294.0,4119,17080350.2,3594,14917804.4,4643,20072521.3,5010,21183964.6,4341,17924395.8,4496,18768696.9,4149,17379199.0,3510,14935652.8
PRD-09,CC-203,1846,7656491.0,1988,8498434.5,2138,9071420.3,1988,8263844.1,2436,10405262.9,2169,8822794.5,2789,11360360.7,3042,12445040.3,2447,10282151.3,2673,10832808.0,2750,12026723.6,2015,8754321.0
PRD-10,CC-202,2021,15519979.8,2078,15651098.3,2423,18977969.7,2177,16791244.1,2583,19894410.2,2554,19129266.5,3093,24059736.6,3593,28619352.2,2888,22067680.5,3104,23899719.5,2953,23398267.0,2670,20818634.5
PRD-10,CC-203,1271,9970504.6,1164,9024689.0,1320,10727175.4,1436,11169106.5,1697,12499898.4,1549,12405550.2,1868,14686234.1,2168,16294372.4,1896,15103827.3,1882,14578346.9,1911,14364983.6,1516,12006037.1
PRD-11,CC-202,411,6326365.8,430,6219899.1,474,7015021.4,481,7089544.4,616,9159905.6,520,7755124.6,651,10059736.8,722,10811051.6,580,8957022.9,659,9881330.7,635,9386704.4,489,7258523.8
PRD-11,CC-203,273,4144769.0,259,3966767.5,303,4588993.8,305,4576908.3,357,5439158.2,312,4783785.7,380,5898884.9,421,6333222.7,353,5391786.6,414,6382350.8,401,5863807.3,304,4545824.7
PRD-12,CC-202,2877,9801410.8,3051,10160955.2,3360,10982442.6,3113,10189656.4,4131,13858530.0,3620,12321985.7,4250,14002256.8,4959,16077671.9,4148,14101436.6,4619,15721929.3,4334,14379668.0,3742,12375418.4
PRD-12,CC-203,1881,6433615.5,1819,5986898.0,2009,6774098.9,2047,6841864.9,2539,8189297.6,2064,6899698.9,2665,8641504.5,2835,9272756.4,2589,8450113.4,2715,9353273.8,2631,8989984.8,2207,7189026.5
PRD-13,CC-202,2066,12486779.6,2177,13111686.4,2425,15123004.6,2033,12730055.0,3012,18275395.6,2560,15214744.4,3202,19084402.5,3496,20782126.5,2567,15950922.9,3383,20607727.0,3124,19302104.7,2422,15115403.8
PRD-13,CC-203,1388,8345639.7,1321,8200180.4,1295,8241501.5,1522,9204330.3,1862,11492120.3,1483,9417606.5,1960,12161501.3,2251,14234958.2,1893,11343447.0,1715,10811108.3,1753,10839339.0,1428,8771277.9
PRD-14,CC-202,2825,11916373.2,2869,11691269.9,3249,13592315.6,3030,12369296.1,3988,16463640.1,3601,14573650.0,4614,18706967.6,5038,20538007.5,4122,16829089.7,4457,19031936.5,4218,17336207.6,3810,14916963.9
PRD-14,CC-203,1688,6731552.5,1842,7891765.5,2050,8576584.5,1977,7678102.1,2185,9107563.3,2176,8658113.9,2951,11683798.0,3188,13400995.7,2512,10034100.7,2796,11171459.7,2765,11025020.0,2264,9265802.5
PRD-15,CC-202,2048,15199490.5,2121,15421670.7,2244,16823549.1,2339,17232576.9,3035,22792569.8,2301,17870698.0,3425,25785524.0,3262,24658848.4,2854,21433081.2,3273,24927927.1,3021,22987684.1,2455,18864697.7
PRD-15,CC-203,1339,10044001.0,1292,10234956.1,1424,10721168.0,1529,11556832.8,1619,12399850.0,1428,10684081.5,1970,14849545.7,2013,15044615.3,1758,13595066.5,1794,13402103.6,2026,15140914.0,1622,12580004.5
PRD-16,CC-202,2995,11575894.3,3091,12461422.2,3439,13700012.8,3458,14138437.3,3818,15622225.5,3549,13958179.4,4487,18519552.4,5165,19811202.0,4280,16978218.7,4339,17083395.3,4010,16226675.2,3384,13361925.4
PRD-16,CC-203,1794,7032649.2,1922,7704400.6,1943,7583200.4,1952,7915235.9,2486,9935408.7,2121,8393821.5,2825,10823527.3,3260,12763992.4,2538,10366437.7,2713,10801397.6,2573,9915810.3,2196,8944516.6
PRD-17,CC-202,1999,15109527.5,1978,14340466.2,2332,17158878.4,2340,16962299.2,2651,18777677.3,2293,16508774.5,2937,21743765.7,3301,23322893.6,3323,24042380.0,2845,21452572.4,3174,22816517.0,2281,16447903.6
PRD-17,CC-203,1355,9908024.0,1233,9067265.9,1478,10572893.3,1360,9729994.5,1899,14480983.8,1567,11499223.6,2002,14111432.7,2121,15189265.6,1692,12274263.0,1828,13604893.8,1903,14075834.3,1438,10723853.7
PRD-18,CC-202,3000,15845398.9,2884,14059024.6,3202,17233197.3,3338,17157137.2,4209,21937006.8,3600,18385207.5,4577,23712352.3,4764,24032222.1,4291,22570419.9,4519,23548411.8,4434,24061850.7,3596,18942067.8
PRD-18,CC-203,2031,10491082.0,1877,9887558.5,2180,11319241.2,2035,10519677.4,2321,12244071.9,2129,10608008.1,2775,13824413.2,2866,14794796.0,2492,13135265.5,2487,12901995.2,2725,14473682.4,2277,11805999.8
PRD-19,CC-202,2102,20045613.5,2217,20889288.6,2335,22252406.3,2290,21749995.0,3095,29162717.1,2472,23733109.9,3260,31407354.8,3489,33967782.8,2735,26119658.9,2851,27348782.6,2824,26446880.4,2456,24105583.1
PRD-19,CC-203,1321,12688278.6,1376,12890385.6,1249,11825018.8,1368,13384888.7,1898,17641313.2,1682,16563131.4,2021,19439786.4,2348,22456314.4,1770,16948115.8,1735,16723290.4,1829,17579965.5,1537,14365614.3
PRD-20,CC-202,467,8501375.8,459,8257107.9,485,8864207.7,475,8711237.7,522,9483390.1,513,9651302.5,614,10924379.8,684,12656166.6,600,10968553.1,663,12557603.6,652,11888083.1,518,9588067.7
PRD-20,CC-203,250,4727397.0,270,4968422.8,313,5904898.7,303,5765345.6,372,6737511.8,307,5818974.1,390,7252154.9,447,8545296.5,404,7641714.2,386,7303561.8,395,7315804.0,338,6342492.4
PRD-21,CC-202,2906,11212112.6,2986,11369583.7,3032,11404767.0,3109,11471253.8,3648,14315128.2,3494,13209855.8,4815,18073634.5,5052,18492806.4,4306,16068189.1,4489,16951897.9,4027,14591210.6,3372,12874707.7
PRD-21,CC-203,1890,7168704.2,1666,5931362.6,1948,7280657.3,1939,7347188.0,2450,8999336.4,2062,7780223.9,2806,10541432.3,3360,12574898.7,2628,9690254.8,2635,10017341.6,2726,10223351.4,2219,8357324.9
PRD-22,CC-202,1896,12333721.9,2339,16552355.0,2268,15238760.8,2118,15143212.6,2406,16639527.0,2546,17773474.9,3282,22786031.5,3823,26064764.4,2754,19275853.0,3253,22618820.5,3157,21742564.7,2316,16573057.3
PRD-22,CC-203,1383,9922253.6,1257,8547816.3,1313,9098730.6,1427,10034502.6,1590,11111193.4,1497,10439400.7,1936,13422072.5,2155,15039015.3,1832,12576374.0,1898,13179964.8,1644,11554571.6,1489,10556945.9
PRD-23,CC-202,2993,10598829.9,3055,10836569.7,3207,10970359.7,3562,12238922.8,3962,14240801.6,3585,12863888.3,4735,17224267.7,4996,18756259.8,4046,14420489.4,4299,15086554.0,4387,16019028.5,3424,11975613.2
PRD-23,CC-203,1917,6875515.7,2034,7364988.6,2033,7165568.1,2021,7145380.1,2302,8168841.1,2138,7550344.7,2735,10031781.2,3122,11284405.9,2533,8803276.3,2645,9430269.6,2605,9207745.9,2281,8141420.3
PRD-24,CC-202,1990,12948573.4,2028,13357928.9,2142,14007689.6,2340,15366242.5,2668,17294214.8,2455,16267834.8,3295,21562280.8,3189,21525892.0,3000,19848903.0,3082,19807456.2,2951,19467061.6,2589,17012058.7
PRD-24,CC-203,1083,7073419.8,1308,8806549.3,1444,9948964.8,1485,10008743.1,1794,11448485.5,1559,10354392.0,1887,12529685.9,2136,13888189.8,1800,11751191.9,1882,12246682.6,1888,11915729.5,1488,9436699.5
PRD-25,CC-202,2945,9595818.4,3026,9737256.5,3291,10946632.2,3081,10112639.3,3726,11904011.3,3547,11244226.3,4607,15074107.0,4629,14905424.0,4182,12963552.8,4337,13763659.4,4614,14619579.9,3852,12290163.0
PRD-25,CC-203,2029,6614115.1,1895,6209855.4,2101,6965891.3,2172,6956127.5,2316,7069987.7,2115,6924586.2,2848,9205959.2,2964,9436547.5,2575,8368979.1,2446,8003349.8,2457,7898746.0,2107,6744855.3
PRD-26,CC-202,1983,11557121.0,2072,12092556.6,2554,15108857.7,2187,12902695.7,2645,15002814.3,2408,14453381.6,2924,17444057.7,3206,19110563.1,3008,18117299.2,3101,18237161.1,3130,18503278.3,2504,15146953.5
PRD-26,CC-203,1263,7340229.0,1324,7721146.5,1332,7770094.5,1444,8585265.1,1520,9199982.9,1650,10196507.3,1882,11243290.8,2145,13023290.2,1814,10583294.8,1930,11653727.7,1715,10154421.1,1529,9119544.3
PRD-27,CC-202,3095,15544927.3,3103,15305623.1,3057,15299538.7,3488,17925636.1,4021,19864832.5,3771,19179626.9,4635,23240957.3,4732,23666964.4,4083,20126374.2,4348,21293368.1,3865,18791241.0,3607,17809881.5
PRD-27,CC-203,1812,9034635.4,1915,9627511.6,1928,9535148.7,1964,9538287.0,2283,11263558.7,2061,10627218.9,2779,13675881.6,2955,15155738.8,2487,12254512.0,2578,12712167.7,2644,13357566.4,2020,9981381.8
PRD-28,CC-202,2260,20456745.3,2076,18647970.7,1975,18023415.2,2393,21678965.0,2535,23305917.6,2448,22834809.4,3304,30051431.4,3479,30669779.8,3118,28619856.7,3198,29867189.2,2954,26933240.4,2353,20628349.8
PRD-28,CC-203,1273,11677229.8,1214,11259997.8,1400,12919036.9,1332,11750976.3,1778,16458375.6,1486,13474816.3,1910,17418885.7,2037,17878675.4,1881,16687120.3,1828,16614312.0,1861,16469406.8,1599,14814842.1
PRD-29,CC-202,3132,11734258.5,2900,9932026.3,3333,12499045.1,3449,12468567.2,4010,14737834.1,3199,11534627.0,4413,16638304.3,4761,17946381.8,4264,15061112.7,4862,17424294.5,4458,16849806.3,3455,12317230.2
PRD-29,CC-203,1946,7121935.8,1739,6218601.7,1971,7342901.1,1970,7294605.5,2674,10021603.8,2311,8654815.9,2570,9623100.7,3067,11181995.3,2470,8740943.5,2534,9257812.6,2495,8970312.6,2109,7811153.9
PRD-30,CC-202,2062,13902559.2,2236,15022689.2,2343,15508342.9,2299,15582997.1,2820,18890975.3,2314,15553531.7,3088,21312615.4,3569,23553348.3,3049,20419522.2,3106,20800491.2,2779,19173543.8,2518,16609327.5
PRD-30,CC-203,1162,7773491.3,1209,8115756.1,1438,10009456.5,1362,9463548.1,1813,12152990.6,1371,9428969.7,1997,14139717.7,2242,15398227.3,1965,13009552.7,1879,12637300.3,1999,13671284.2,1279,8886651.5
PRD-31,CC-202,1209,9979771.6,1238,10112381.4,1420,11587747.2,1303,10888523.5,1725,14018283.0,1529,12296864.7,2094,17099967.4,2104,17223726.5,1707,13551842.8,1857,15203721.9,1937,15889992.6,1409,11575857.4
PRD-31,CC-203,809,6709180.5,791,6273880.2,893,7153971.8,863,6795652.4,1077,8618715.6,954,8029653.0,1242,9861697.1,1207,9642019.8,1133,9274778.6,1135,9284399.5,1145,9429773.6,990,8039300.5
PRD-32,CC-202,1279,10011734.2,1185,9499595.6,1295,10573542.8,1440,11603491.4,1650,13274795.7,1486,11947007.3,1954,15977839.0,2100,17329325.0,1790,14590339.2,1998,16223830.4,1886,15344597.6,1455,11716751.7
PRD-32,CC-203,744,6047860.6,753,6067730.5,894,7245967.8,886,7238566.2,1080,8669631.3,911,7793640.2,1220,10113354.4,1280,10580209.5,1032,8243568.5,1149,9490102.1,1088,8807926.3,896,7253385.0
PRD-33,CC-202,1189,9384436.2,1262,9897758.6,1307,10479249.6,1295,10571739.4,1651,13391715.9,1400,11204774.5,1959,16029885.1,2014,16479491.3,1802,14684373.8,1980,15954012.7,1849,15145118.1,1469,11653407.6
PRD-33,CC-203,801,6539755.4,778,6321538.5,843,6723690.2,849,6645768.4,1033,8137132.6,886,7297310.9,1154,9280052.8,1295,10457753.1,1070,8618890.4,1207,9929591.9,1135,8994871.7,938,7417712.6
PRD-34,CC-202,8948,99948569.2,9608,106069097.5,10077,116971854.9,8601,97787336.2,12511,146179222.7,9337,105555734.3,12421,138985132.1,13788,163317972.2,12417,141205411.3,12456,144188819.0,12949,145199099.0,11031,123278604.1
PRD-34,CC-203,5278,60835875.8,5822,66044912.8,5901,69166155.8,5966,69688626.4,7521,86360401.7,6438,74891866.6,8076,95205570.9,7861,88141694.9,8106,93387675.8,7513,86472035.3,8088,91356926.8,6540,74525450.6
PRD-35,CC-202,8684,99062555.0,9236,103140798.2,9317,107843718.2,8862,98029877.7,11997,137051498.0,10107,115786214.7,12553,151762974.6,13543,153360012.7,11454,129755329.2,13639,155864306.8,12889,145812345.8,11209,128466342.9
PRD-35,CC-203,5018,58207049.8,5263,60852684.8,5859,67283447.6,5825,65335313.6,6610,76984591.1,6198,71207385.7,7900,86588585.4,8172,95960106.4,7261,82308932.9,7193,81298882.8,7527,85599990.1,6273,70749988.6
PRD-36,CC-202,8481,86655443.5,8889,90589815.3,10321,105916719.0,9514,95956724.4,12262,122748622.2,9353,93719528.5,13602,135823049.1,15166,154921178.1,11392,115887461.5,13797,138570027.2,11688,120670775.8,10944,114117709.8
PRD-36,CC-203,5263,53986642.9,5447,56973748.2,6443,65701157.5,6160,62517486.5,7357,73778476.3,5999,61815644.8,7721,80305329.1,8487,86866100.9,7525,76387008.3,7812,81559127.1,8862,88410993.8,6390,65072014.8
