DateKey,AnioMes,ProductoID,CentroCostoID,VolumenPresupuestado,PrecioPresupuestadoUnit,CostoEstandarUnit,IngresosPresupuestados,CostoPresupuestado,MargenBrutoPresupuestado
20250201,2025-02,PRD-31,CC-203,791,8127.0,3060.0,6273880.2,2420460.0,3853420.2
20250201,2025-02,PRD-32,CC-202,1185,8127.0,3060.0,9499595.6,3626100.0,5873495.6
20250201,2025-02,PRD-32,CC-203,753,8127.0,3060.0,6067730.5,2304180.0,3763550.5
20250201,2025-02,PRD-33,CC-202,1262,8127.0,3060.0,9897758.6,3861720.0,6036038.6
20250201,2025-02,PRD-33,CC-203,778,8127.0,3060.0,6321538.5,2380680.0,3940858.5
20250201,2025-02,PRD-34,CC-202,9608,11438.0,4940.0,106069097.5,47463520.0,58605577.5
20250201,2025-02,PRD-34,CC-203,5822,11438.0,4940.0,66044912.8,28760680.0,37284232.8
20250201,2025-02,PRD-35,CC-202,9236,11438.0,4940.0,103140798.2,45625840.0,57514958.2
20250201,2025-02,PRD-35,CC-203,5263,11438.0,4940.0,60852684.8,25999220.0,34853464.8
20250201,2025-02,PRD-36,CC-202,8889,10234.0,4420.0,90589815.3,39289380.0,51300435.3
20250201,2025-02,PRD-36,CC-203,5447,10234.0,4420.0,56973748.2,24075740.0,32898008.2
20250301,2025-03,PRD-01,CC-202,3231,4085.0,1900.0,13059420.0,6138900.0,6920520.0
20250301,2025-03,PRD-01,CC-203,1860,4085.0,1900.0,7603667.6,3534000.0,4069667.6
20250301,2025-03,PRD-02,CC-202,2346,7557.0,2945.0,17871157.1,6908970.0,10962187.1
20250301,2025-03,PRD-02,CC-203,1285,7557.0,2945.0,9882262.4,3784325.0,6097937.4
20250301,2025-03,PRD-03,CC-202,459,14706.0,4940.0,6802334.5,2267460.0,4534874.5
20250301,2025-03,PRD-03,CC-203,295,14706.0,4940.0,4433262.4,1457300.0,2975962.4
20250301,2025-03,PRD-04,CC-202,2965,8170.0,3800.0,24189030.3,11267000.0,12922030.3
20250301,2025-03,PRD-04,CC-203,2093,8170.0,3800.0,17205381.6,7953400.0,9251981.6
20250301,2025-03,PRD-05,CC-202,2098,15114.0,5890.0,32844085.5,12357220.0,20486865.5
20250301,2025-03,PRD-05,CC-203,1363,15114.0,5890.0,20549285.0,8028070.0,12521215.0
20250301,2025-03,PRD-06,CC-202,3245,4408.0,2050.0,14203070.4,6652250.0,7550820.4
20250301,2025-03,PRD-06,CC-203,2045,4408.0,2050.0,8804001.2,4192250.0,4611751.2
20250301,2025-03,PRD-07,CC-202,2199,8154.0,3178.0,18029629.9,6988422.0,11041207.9
20250301,2025-03,PRD-07,CC-203,1341,8154.0,3178.0,10736854.4,4261698.0,6475156.4
20250301,2025-03,PRD-08,CC-202,506,15867.0,5330.0,8059549.9,2696980.0,5362569.9
20250301,2025-03,PRD-08,CC-203,290,15867.0,5330.0,4621653.7,1545700.0,3075953.7
20250301,2025-03,PRD-09,CC-202,3183,4192.0,1950.0,13317819.7,6206850.0,7110969.7
20250301,2025-03,PRD-09,CC-203,2138,4192.0,1950.0,9071420.3,4169100.0,4902320.3
20250301,2025-03,PRD-10,CC-202,2423,7756.0,3022.0,18977969.7,7322306.0,11655663.7
20250301,2025-03,PRD-10,CC-203,1320,7756.0,3022.0,10727175.4,3989040.0,6738135.4
20250301,2025-03,PRD-11,CC-202,474,15093.0,5070.0,7015021.4,2403180.0,4611841.4
20250301,2025-03,PRD-11,CC-203,303,15093.0,5070.0,4588993.8,1536210.0,3052783.8
20250301,2025-03,PRD-12,CC-202,3360,3332.0,1550.0,10982442.6,5208000.0,5774442.6
20250301,2025-03,PRD-12,CC-203,2009,3332.0,1550.0,6774098.9,3113950.0,3660148.9
20250301,2025-03,PRD-13,CC-202,2425,6165.0,2402.0,15123004.6,5824850.0,9298154.6
20250301,2025-03,PRD-13,CC-203,1295,6165.0,2402.0,8241501.5,3110590.0,5130911.5
20250301,2025-03,PRD-14,CC-202,3249,4085.0,1900.0,13592315.6,6173100.0,7419215.6
20250301,2025-03,PRD-14,CC-203,2050,4085.0,1900.0,8576584.5,3895000.0,4681584.5
20250301,2025-03,PRD-15,CC-202,2244,7557.0,2945.0,16823549.1,6608580.0,10214969.1
20250301,2025-03,PRD-15,CC-203,1424,7557.0,2945.0,10721168.0,4193680.0,6527488.0
20250301,2025-03,PRD-16,CC-202,3439,3978.0,1850.0,13700012.8,6362150.0,7337862.8
20250301,2025-03,PRD-16,CC-203,1943,3978.0,1850.0,7583200.4,3594550.0,3988650.4
20250301,2025-03,PRD-17,CC-202,2332,7358.0,2868.0,17158878.4,6688176.0,10470702.4
20250301,2025-03,PRD-17,CC-203,1478,7358.0,2868.0,10572893.3,4238904.0,6333989.3
20250301,2025-03,PRD-18,CC-202,3202,5160.0,2400.0,17233197.3,7684800.0,9548397.3
20250301,2025-03,PRD-18,CC-203,2180,5160.0,2400.0,11319241.2,5232000.0,6087241.2
20250301,2025-03,PRD-19,CC-202,2335,9546.0,3720.0,22252406.3,8686200.0,13566206.3
20250301,2025-03,PRD-19,CC-203,1249,9546.0,3720.0,11825018.8,4646280.0,7178738.8
20250301,2025-03,PRD-20,CC-202,485,18576.0,6240.0,8864207.7,3026400.0,5837807.7
20250301,2025-03,PRD-20,CC-203,313,18576.0,6240.0,5904898.7,1953120.0,3951778.7
20250301,2025-03,PRD-21,CC-202,3032,3762.0,1750.0,11404767.0,5306000.0,6098767.0
20250301,2025-03,PRD-21,CC-203,1948,3762.0,1750.0,7280657.3,3409000.0,3871657.3
20250301,2025-03,PRD-22,CC-202,2268,6961.0,2712.0,15238760.8,6150816.0,9087944.8
20250301,2025-03,PRD-22,CC-203,1313,6961.0,2712.0,9098730.6,3560856.0,5537874.6
20250301,2025-03,PRD-23,CC-202,3207,3548.0,1650.0,10970359.7,5291550.0,5678809.7
20250301,2025-03,PRD-23,CC-203,2033,3548.0,1650.0,7165568.1,3354450.0,3811118.1
20250301,2025-03,PRD-24,CC-202,2142,6563.0,2558.0,14007689.6,5479236.0,8528453.6
20250301,2025-03,PRD-24,CC-203,1444,6563.0,2558.0,9948964.8,3693752.0,6255212.8
20250301,2025-03,PRD-25,CC-202,3291,3225.0,1500.0,10946632.2,4936500.0,6010132.2
20250301,2025-03,PRD-25,CC-203,2101,3225.0,1500.0,6965891.3,3151500.0,3814391.3
20250301,2025-03,PRD-26,CC-202,2554,5966.0,2325.0,15108857.7,5938050.0,9170807.7
20250301,2025-03,PRD-26,CC-203,1332,5966.0,2325.0,7770094.5,3096900.0,4673194.5
20250301,2025-03,PRD-27,CC-202,3057,4945.0,2300.0,15299538.7,7031100.0,8268438.7
20250301,2025-03,PRD-27,CC-203,1928,4945.0,2300.0,9535148.7,4434400.0,5100748.7
20250301,2025-03,PRD-28,CC-202,1975,9148.0,3565.0,18023415.2,7040875.0,10982540.2
20250301,2025-03,PRD-28,CC-203,1400,9148.0,3565.0,12919036.9,4991000.0,7928036.9
20250301,2025-03,PRD-29,CC-202,3333,3655.0,1700.0,12499045.1,5666100.0,6832945.1
20250301,2025-03,PRD-29,CC-203,1971,3655.0,1700.0,7342901.1,3350700.0,3992201.1
20250301,2025-03,PRD-30,CC-202,2343,6762.0,2635.0,15508342.9,6173805.0,9334537.9
20250301,2025-03,PRD-30,CC-203,1438,6762.0,2635.0,10009456.5,3789130.0,6220326.5
20250301,2025-03,PRD-31,CC-202,1420,8127.0,3060.0,11587747.2,4345200.0,7242547.2
20250301,2025-03,PRD-31,CC-203,893,8127.0,3060.0,7153971.8,2732580.0,4421391.8
20250301,2025-03,PRD-32,CC-202,1295,8127.0,3060.0,10573542.8,3962700.0,6610842.8
20250301,2025-03,PRD-32,CC-203,894,8127.0,3060.0,7245967.8,2735640.0,4510327.8
20250301,2025-03,PRD-33,CC-202,1307,8127.0,3060.0,10479249.6,3999420.0,6479829.6
20250301,2025-03,PRD-33,CC-203,843,8127.0,3060.0,6723690.2,2579580.0,4144110.2
20250301,2025-03,PRD-34,CC-202,10077,11438.0,4940.0,116971854.9,49780380.0,67191474.9
20250301,2025-03,PRD-34,CC-203,5901,11438.0,4940.0,69166155.8,29150940.0,40015215.8
20250301,2025-03,PRD-35,CC-202,9317,11438.0,4940.0,107843718.2,46025980.0,61817738.2
20250301,2025-03,PRD-35,CC-203,5859,11438.0,4940.0,67283447.6,28943460.0,38339987.6
20250301,2025-03,PRD-36,CC-202,10321,10234.0,4420.0,105916719.0,45618820.0,60297899.0
20250301,2025-03,PRD-36,CC-203,6443,10234.0,4420.0,65701157.5,28478060.0,37223097.5
20250401,2025-04,PRD-01,CC-202,3355,4085.0,1900.0,13689807.5,6374500.0,7315307.5
20250401,2025-04,PRD-01,CC-203,2089,4085.0,1900.0,8493776.0,3969100.0,4524676.0
20250401,2025-04,PRD-02,CC-202,2370,7557.0,2945.0,17432972.4,6979650.0,10453322.4
20250401,2025-04,PRD-02,CC-203,1419,7557.0,2945.0,10703252.9,4178955.0,6524297.9
20250401,2025-04,PRD-03,CC-202,481,14706.0,4940.0,7060431.4,2376140.0,4684291.4
20250401,2025-04,PRD-03,CC-203,291,14706.0,4940.0,4358094.5,1437540.0,2920554.5
20250401,2025-04,PRD-04,CC-202,3298,8170.0,3800.0,27529076.5,12532400.0,14996676.5
20250401,2025-04,PRD-04,CC-203,2031,8170.0,3800.0,16624115.8,7717800.0,8906315.8
20250401,2025-04,PRD-05,CC-202,2090,15114.0,5890.0,31890719.3,12310100.0,19580619.3
20250401,2025-04,PRD-05,CC-203,1393,15114.0,5890.0,20078076.9,8204770.0,11873306.9
20250401,2025-04,PRD-06,CC-202,3423,4408.0,2050.0,15609317.8,7017150.0,8592167.8
20250401,2025-04,PRD-06,CC-203,2059,4408.0,2050.0,8997727.3,4220950.0,4776777.3
20250401,2025-04,PRD-07,CC-202,2084,8154.0,3178.0,17445260.7,6622952.0,10822308.7
20250401,2025-04,PRD-07,CC-203,1384,8154.0,3178.0,11275078.1,4398352.0,6876726.1
20250401,2025-04,PRD-08,CC-202,472,15867.0,5330.0,7370688.0,2515760.0,4854928.0
20250401,2025-04,PRD-08,CC-203,268,15867.0,5330.0,4290457.9,1428440.0,2862017.9
20250401,2025-04,PRD-09,CC-202,3523,4192.0,1950.0,14071294.0,6869850.0,7201444.0
20250401,2025-04,PRD-09,CC-203,1988,4192.0,1950.0,8263844.1,3876600.0,4387244.1
20250401,2025-04,PRD-10,CC-202,2177,7756.0,3022.0,16791244.1,6578894.0,10212350.1
20250401,2025-04,PRD-10,CC-203,1436,7756.0,3022.0,11169106.5,4339592.0,6829514.5
20250401,2025-04,PRD-11,CC-202,481,15093.0,5070.0,7089544.4,2438670.0,4650874.4
20250401,2025-04,PRD-11,CC-203,305,15093.0,5070.0,4576908.3,1546350.0,3030558.3
20250401,2025-04,PRD-12,CC-202,3113,3332.0,1550.0,10189656.4,4825150.0,5364506.4
20250401,2025-04,PRD-12,CC-203,2047,3332.0,1550.0,6841864.9,3172850.0,3669014.9
20250401,2025-04,PRD-13,CC-202,2033,6165.0,2402.0,12730055.0,4883266.0,7846789.0
20250401,2025-04,PRD-13,CC-203,1522,6165.0,2402.0,9204330.3,3655844.0,5548486.3
20250401,2025-04,PRD-14,CC-202,3030,4085.0,1900.0,12369296.1,5757000.0,6612296.1
20250401,2025-04,PRD-14,CC-203,1977,4085.0,1900.0,7678102.1,3756300.0,3921802.1
20250401,2025-04,PRD-15,CC-202,2339,7557.0,2945.0,17232576.9,6888355.0,10344221.9
20250401,2025-04,PRD-15,CC-203,1529,7557.0,2945.0,11556832.8,4502905.0,7053927.8
20250401,2025-04,PRD-16,CC-202,3458,3978.0,1850.0,14138437.3,6397300.0,7741137.3
20250401,2025-04,PRD-16,CC-203,1952,3978.0,1850.0,7915235.9,3611200.0,4304035.9
20250401,2025-04,PRD-17,CC-202,2340,7358.0,2868.0,16962299.2,6711120.0,10251179.2
20250401,2025-04,PRD-17,CC-203,1360,7358.0,2868.0,9729994.5,3900480.0,5829514.5
20250401,2025-04,PRD-18,CC-202,3338,5160.0,2400.0,17157137.2,8011200.0,9145937.2
20250401,2025-04,PRD-18,CC-203,2035,5160.0,2400.0,10519677.4,4884000.0,5635677.4
20250401,2025-04,PRD-19,CC-202,2290,9546.0,3720.0,21749995.0,8518800.0,13231195.0
20250401,2025-04,PRD-19,CC-203,1368,9546.0,3720.0,13384888.7,5088960.0,8295928.7
20250401,2025-04,PRD-20,CC-202,475,18576.0,6240.0,8711237.7,2964000.0,5747237.7
20250401,2025-04,PRD-20,CC-203,303,18576.0,6240.0,5765345.6,1890720.0,3874625.6
20250401,2025-04,PRD-21,CC-202,3109,3762.0,1750.0,11471253.8,5440750.0,6030503.8
20250401,2025-04,PRD-21,CC-203,1939,3762.0,1750.0,7347188.0,3393250.0,3953938.0
20250401,2025-04,PRD-22,CC-202,2118,6961.0,2712.0,15143212.6,5744016.0,9399196.6
20250401,2025-04,PRD-22,CC-203,1427,6961.0,2712.0,10034502.6,3870024.0,6164478.6
20250401,2025-04,PRD-23,CC-202,3562,3548.0,1650.0,12238922.8,5877300.0,6361622.8
20250401,2025-04,PRD-23,CC-203,2021,3548.0,1650.0,7145380.1,3334650.0,3810730.1
20250401,2025-04,PRD-24,CC-202,2340,6563.0,2558.0,15366242.5,5985720.0,9380522.5
20250401,2025-04,PRD-24,CC-203,1485,6563.0,2558.0,10008743.1,3798630.0,6210113.1
20250401,2025-04,PRD-25,CC-202,3081,3225.0,1500.0,10112639.3,4621500.0,5491139.3
20250401,2025-04,PRD-25,CC-203,2172,3225.0,1500.0,6956127.5,3258000.0,3698127.5
20250401,2025-04,PRD-26,CC-202,2187,5966.0,2325.0,12902695.7,5084775.0,7817920.7
20250401,2025-04,PRD-26,CC-203,1444,5966.0,2325.0,8585265.1,3357300.0,5227965.1
20250401,2025-04,PRD-27,CC-202,3488,4945.0,2300.0,17925636.1,8022400.0,9903236.1
20250401,2025-04,PRD-27,CC-203,1964,4945.0,2300.0,9538287.0,4517200.0,5021087.0
20250401,2025-04,PRD-28,CC-202,2393,9148.0,3565.0,21678965.0,8531045.0,13147920.0
