Fecha,DateKey,FlujoNetoDiario,SaldoEfectivoReal,BandaInferior_L,PuntoRetorno_Z,BandaSuperior_H,SaldoPromedioEsperado,SaldoOcioso,CostoOportunidadDiario,AccionRecomendada,MontoOperacion
2025-02-27,20250227,1698093.06,13624089.87,8500000.0,11961040.86,18883122.59,13114721.15,1663049.01,1381.07,ZONA DE EQUILIBRIO,0.0
2025-02-28,20250228,-116621.5,13507468.37,8500000.0,11961040.86,18883122.59,13114721.15,1546427.51,1284.23,ZONA DE EQUILIBRIO,0.0
2025-03-05,20250305,-1035074.5,12472393.87,8500000.0,11961040.86,18883122.59,13114721.15,511353.01,424.65,ZONA DE EQUILIBRIO,0.0
2025-03-06,20250306,-1628531.83,10843862.04,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-07,20250307,-5396270.37,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,6513449.19
2025-03-10,20250310,-2968501.47,8992539.39,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-11,20250311,-2139044.07,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,5107545.53
2025-03-12,20250312,2717791.12,14678831.99,8500000.0,11961040.86,18883122.59,13114721.15,2717791.12,2256.98,ZONA DE EQUILIBRIO,0.0
2025-03-13,20250313,434578.53,15113410.51,8500000.0,11961040.86,18883122.59,13114721.15,3152369.65,2617.87,ZONA DE EQUILIBRIO,0.0
2025-03-14,20250314,-6306728.5,8806682.02,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-17,20250317,372068.7,9178750.72,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-18,20250318,-1897263.3,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,4679553.44
2025-03-19,20250319,-2831150.4,9129890.46,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-20,20250320,1292364.12,10422254.59,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-21,20250321,2634198.47,13056453.06,8500000.0,11961040.86,18883122.59,13114721.15,1095412.2,909.68,ZONA DE EQUILIBRIO,0.0
2025-03-25,20250325,2315096.38,15371549.44,8500000.0,11961040.86,18883122.59,13114721.15,3410508.58,2832.24,ZONA DE EQUILIBRIO,0.0
2025-03-26,20250326,-3350496.07,12021053.36,8500000.0,11961040.86,18883122.59,13114721.15,60012.5,49.84,ZONA DE EQUILIBRIO,0.0
2025-03-27,20250327,-1654479.6,10366573.76,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-28,20250328,395042.98,10761616.74,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-03-31,20250331,2456744.41,13218361.15,8500000.0,11961040.86,18883122.59,13114721.15,1257320.29,1044.14,ZONA DE EQUILIBRIO,0.0
2025-04-01,20250401,-2198357.56,11020003.59,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-03,20250403,-1259108.73,9760894.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-04,20250404,-4205271.92,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,6405417.92
2025-04-07,20250407,-4492861.2,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,4492861.2
2025-04-08,20250408,1935082.63,13896123.49,8500000.0,11961040.86,18883122.59,13114721.15,1935082.63,1606.98,ZONA DE EQUILIBRIO,0.0
2025-04-09,20250409,3674968.09,17571091.58,8500000.0,11961040.86,18883122.59,13114721.15,5610050.72,4658.85,ZONA DE EQUILIBRIO,0.0
2025-04-10,20250410,-895432.39,16675659.2,8500000.0,11961040.86,18883122.59,13114721.15,4714618.33,3915.24,ZONA DE EQUILIBRIO,0.0
2025-04-11,20250411,2546305.27,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,7260923.61
2025-04-14,20250414,492235.28,12453276.14,8500000.0,11961040.86,18883122.59,13114721.15,492235.28,408.78,ZONA DE EQUILIBRIO,0.0
2025-04-15,20250415,-2729383.21,9723892.93,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-16,20250416,491465.94,10215358.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-21,20250421,4256717.01,14472075.88,8500000.0,11961040.86,18883122.59,13114721.15,2511035.02,2085.28,ZONA DE EQUILIBRIO,0.0
2025-04-22,20250422,-779643.33,13692432.55,8500000.0,11961040.86,18883122.59,13114721.15,1731391.69,1437.83,ZONA DE EQUILIBRIO,0.0
2025-04-23,20250423,4341859.7,18034292.25,8500000.0,11961040.86,18883122.59,13114721.15,6073251.39,5043.51,ZONA DE EQUILIBRIO,0.0
2025-04-24,20250424,-9048184.33,8986107.92,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-25,20250425,1965088.01,10951195.93,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-28,20250428,-386449.38,10564746.55,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-29,20250429,-1621823.52,8942923.03,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-04-30,20250430,-371365.52,8571557.51,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-05-05,20250505,-6125220.53,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,9514703.87
2025-05-06,20250506,-467950.04,11493090.82,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-05-07,20250507,1377760.23,12870851.05,8500000.0,11961040.86,18883122.59,13114721.15,909810.19,755.55,ZONA DE EQUILIBRIO,0.0
2025-05-08,20250508,4964260.94,17835111.99,8500000.0,11961040.86,18883122.59,13114721.15,5874071.13,4878.1,ZONA DE EQUILIBRIO,0.0
2025-05-09,20250509,-1423464.7,16411647.29,8500000.0,11961040.86,18883122.59,13114721.15,4450606.43,3695.99,ZONA DE EQUILIBRIO,0.0
2025-05-12,20250512,-2352179.53,14059467.76,8500000.0,11961040.86,18883122.59,13114721.15,2098426.9,1742.63,ZONA DE EQUILIBRIO,0.0
2025-05-13,20250513,-1370622.54,12688845.23,8500000.0,11961040.86,18883122.59,13114721.15,727804.36,604.4,ZONA DE EQUILIBRIO,0.0
2025-05-14,20250514,3164286.78,15853132.0,8500000.0,11961040.86,18883122.59,13114721.15,3892091.14,3232.17,ZONA DE EQUILIBRIO,0.0
2025-05-15,20250515,1287003.55,17140135.55,8500000.0,11961040.86,18883122.59,13114721.15,5179094.69,4300.96,ZONA DE EQUILIBRIO,0.0
2025-05-16,20250516,-1460232.65,15679902.9,8500000.0,11961040.86,18883122.59,13114721.15,3718862.04,3088.32,ZONA DE EQUILIBRIO,0.0
2025-05-19,20250519,1877455.79,17557358.69,8500000.0,11961040.86,18883122.59,13114721.15,5596317.83,4647.44,ZONA DE EQUILIBRIO,0.0
2025-05-20,20250520,545648.16,18103006.84,8500000.0,11961040.86,18883122.59,13114721.15,6141965.98,5100.57,ZONA DE EQUILIBRIO,0.0
2025-05-21,20250521,3334663.97,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,9476629.95
2025-05-22,20250522,-2011569.9,9949470.96,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-05-23,20250523,-813518.87,9135952.09,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-05-26,20250526,-1019746.09,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,3844834.86
2025-05-27,20250527,-4448247.83,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,4448247.83
2025-05-28,20250528,1182584.89,13143625.75,8500000.0,11961040.86,18883122.59,13114721.15,1182584.89,982.07,ZONA DE EQUILIBRIO,0.0
2025-05-29,20250529,1070376.87,14214002.62,8500000.0,11961040.86,18883122.59,13114721.15,2252961.76,1870.96,ZONA DE EQUILIBRIO,0.0
2025-05-30,20250530,251363.06,14465365.68,8500000.0,11961040.86,18883122.59,13114721.15,2504324.82,2079.71,ZONA DE EQUILIBRIO,0.0
2025-06-02,20250602,54321.17,14519686.85,8500000.0,11961040.86,18883122.59,13114721.15,2558645.99,2124.82,ZONA DE EQUILIBRIO,0.0
2025-06-03,20250603,-3724186.37,10795500.48,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-06-04,20250604,-541065.03,10254435.45,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-06-05,20250605,-291686.45,9962748.99,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-06-06,20250606,-1762287.26,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,3760579.13
2025-06-09,20250609,288885.72,12249926.58,8500000.0,11961040.86,18883122.59,13114721.15,288885.72,239.9,ZONA DE EQUILIBRIO,0.0
2025-06-10,20250610,2097962.74,14347889.33,8500000.0,11961040.86,18883122.59,13114721.15,2386848.46,1982.15,ZONA DE EQUILIBRIO,0.0
2025-06-11,20250611,6840794.88,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,9227643.35
2025-06-12,20250612,1363649.0,13324689.86,8500000.0,11961040.86,18883122.59,13114721.15,1363649.0,1132.44,ZONA DE EQUILIBRIO,0.0
2025-06-13,20250613,1629161.25,14953851.11,8500000.0,11961040.86,18883122.59,13114721.15,2992810.25,2485.37,ZONA DE EQUILIBRIO,0.0
2025-06-17,20250617,566773.07,15520624.18,8500000.0,11961040.86,18883122.59,13114721.15,3559583.32,2956.04,ZONA DE EQUILIBRIO,0.0
2025-06-18,20250618,-5335067.89,10185556.29,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-06-19,20250619,720155.6,10905711.89,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-06-23,20250623,997736.67,11903448.56,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-06-24,20250624,8687374.76,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,8629782.46
2025-06-25,20250625,189444.91,12150485.77,8500000.0,11961040.86,18883122.59,13114721.15,189444.91,157.32,ZONA DE EQUILIBRIO,0.0
2025-06-26,20250626,1769951.5,13920437.27,8500000.0,11961040.86,18883122.59,13114721.15,1959396.41,1627.17,ZONA DE EQUILIBRIO,0.0
2025-06-27,20250627,693922.34,14614359.61,8500000.0,11961040.86,18883122.59,13114721.15,2653318.75,2203.44,ZONA DE EQUILIBRIO,0.0
2025-06-30,20250630,-2934769.72,11679589.89,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-07-01,20250701,4462033.01,16141622.89,8500000.0,11961040.86,18883122.59,13114721.15,4180582.03,3471.75,ZONA DE EQUILIBRIO,0.0
2025-07-02,20250702,3211185.7,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,7391767.74
2025-07-03,20250703,3336302.23,15297343.09,8500000.0,11961040.86,18883122.59,13114721.15,3336302.23,2770.62,ZONA DE EQUILIBRIO,0.0
2025-07-04,20250704,-2105039.86,13192303.24,8500000.0,11961040.86,18883122.59,13114721.15,1231262.38,1022.5,ZONA DE EQUILIBRIO,0.0
2025-07-07,20250707,5293941.79,18486245.03,8500000.0,11961040.86,18883122.59,13114721.15,6525204.17,5418.83,ZONA DE EQUILIBRIO,0.0
2025-07-08,20250708,-3680923.4,14805321.63,8500000.0,11961040.86,18883122.59,13114721.15,2844280.77,2362.02,ZONA DE EQUILIBRIO,0.0
2025-07-10,20250710,2682942.7,17488264.33,8500000.0,11961040.86,18883122.59,13114721.15,5527223.47,4590.06,ZONA DE EQUILIBRIO,0.0
2025-07-11,20250711,7814458.0,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,13341681.47
2025-07-14,20250714,-2364716.24,9596324.62,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-07-15,20250715,-1007152.73,8589171.89,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-07-16,20250716,1123884.37,9713056.25,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-07-17,20250717,-806122.09,8906934.16,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-07-18,20250718,-4157122.98,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,7211229.68
2025-07-21,20250721,1024401.52,12985442.38,8500000.0,11961040.86,18883122.59,13114721.15,1024401.52,850.71,ZONA DE EQUILIBRIO,0.0
2025-07-22,20250722,-2594371.88,10391070.5,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-07-23,20250723,2320495.78,12711566.28,8500000.0,11961040.86,18883122.59,13114721.15,750525.41,623.27,ZONA DE EQUILIBRIO,0.0
2025-07-24,20250724,-2137157.55,10574408.73,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-07-25,20250725,5764790.1,16339198.82,8500000.0,11961040.86,18883122.59,13114721.15,4378157.96,3635.83,ZONA DE EQUILIBRIO,0.0
2025-07-28,20250728,-1701410.54,14637788.29,8500000.0,11961040.86,18883122.59,13114721.15,2676747.42,2222.9,ZONA DE EQUILIBRIO,0.0
2025-07-29,20250729,-225596.85,14412191.43,8500000.0,11961040.86,18883122.59,13114721.15,2451150.57,2035.55,ZONA DE EQUILIBRIO,0.0
2025-07-30,20250730,3408255.1,17820446.53,8500000.0,11961040.86,18883122.59,13114721.15,5859405.67,4865.92,ZONA DE EQUILIBRIO,0.0
2025-07-31,20250731,-3133765.81,14686680.72,8500000.0,11961040.86,18883122.59,13114721.15,2725639.86,2263.5,ZONA DE EQUILIBRIO,0.0
2025-08-01,20250801,1532871.79,16219552.51,8500000.0,11961040.86,18883122.59,13114721.15,4258511.65,3536.47,ZONA DE EQUILIBRIO,0.0
2025-08-04,20250804,4987856.81,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,9246368.46
2025-08-05,20250805,-4338946.35,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,RESCATAR FONDOS,4338946.35
2025-08-06,20250806,1395828.35,13356869.21,8500000.0,11961040.86,18883122.59,13114721.15,1395828.35,1159.16,ZONA DE EQUILIBRIO,0.0
2025-08-07,20250807,1636624.94,14993494.15,8500000.0,11961040.86,18883122.59,13114721.15,3032453.29,2518.29,ZONA DE EQUILIBRIO,0.0
2025-08-08,20250808,3306833.19,18300327.34,8500000.0,11961040.86,18883122.59,13114721.15,6339286.48,5264.44,ZONA DE EQUILIBRIO,0.0
2025-08-11,20250811,-3153242.27,15147085.07,8500000.0,11961040.86,18883122.59,13114721.15,3186044.2,2645.84,ZONA DE EQUILIBRIO,0.0
2025-08-12,20250812,-3420461.16,11726623.9,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-08-13,20250813,2475213.01,14201836.91,8500000.0,11961040.86,18883122.59,13114721.15,2240796.05,1860.86,ZONA DE EQUILIBRIO,0.0
2025-08-14,20250814,1755350.95,15957187.87,8500000.0,11961040.86,18883122.59,13114721.15,3996147.01,3318.59,ZONA DE EQUILIBRIO,0.0
2025-08-18,20250818,1606577.12,17563764.99,8500000.0,11961040.86,18883122.59,13114721.15,5602724.13,4652.76,ZONA DE EQUILIBRIO,0.0
2025-08-19,20250819,1913634.27,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,7516358.4
2025-08-20,20250820,-1371079.11,10589961.75,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-08-21,20250821,1548211.83,12138173.58,8500000.0,11961040.86,18883122.59,13114721.15,177132.72,147.1,ZONA DE EQUILIBRIO,0.0
2025-08-22,20250822,1742831.91,13881005.5,8500000.0,11961040.86,18883122.59,13114721.15,1919964.64,1594.43,ZONA DE EQUILIBRIO,0.0
2025-08-25,20250825,-1480924.54,12400080.96,8500000.0,11961040.86,18883122.59,13114721.15,439040.1,364.6,ZONA DE EQUILIBRIO,0.0
2025-08-26,20250826,6775478.44,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,7214518.53
2025-08-27,20250827,2321265.35,14282306.21,8500000.0,11961040.86,18883122.59,13114721.15,2321265.35,1927.69,ZONA DE EQUILIBRIO,0.0
2025-08-28,20250828,-3007171.19,11275135.02,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-08-29,20250829,2905971.55,14181106.57,8500000.0,11961040.86,18883122.59,13114721.15,2220065.7,1843.65,ZONA DE EQUILIBRIO,0.0
2025-09-01,20250901,-2313981.34,11867125.22,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-09-02,20250902,3323670.73,15190795.95,8500000.0,11961040.86,18883122.59,13114721.15,3229755.09,2682.14,ZONA DE EQUILIBRIO,0.0
2025-09-03,20250903,4512505.85,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,7742260.94
2025-09-04,20250904,-1821183.42,10139857.44,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,ZONA DE EQUILIBRIO,0.0
2025-09-05,20250905,3887803.61,14027661.06,8500000.0,11961040.86,18883122.59,13114721.15,2066620.19,1716.22,ZONA DE EQUILIBRIO,0.0
2025-09-08,20250908,2125898.97,16153560.02,8500000.0,11961040.86,18883122.59,13114721.15,4192519.16,3481.66,ZONA DE EQUILIBRIO,0.0
2025-09-09,20250909,3435592.51,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,7628111.67
2025-09-10,20250910,6874737.54,18835778.41,8500000.0,11961040.86,18883122.59,13114721.15,6874737.54,5709.1,ZONA DE EQUILIBRIO,0.0
2025-09-11,20250911,19758.03,18855536.44,8500000.0,11961040.86,18883122.59,13114721.15,6894495.57,5725.51,ZONA DE EQUILIBRIO,0.0
2025-09-12,20250912,-1606955.73,17248580.71,8500000.0,11961040.86,18883122.59,13114721.15,5287539.85,4391.02,ZONA DE EQUILIBRIO,0.0
2025-09-15,20250915,-2041446.17,15207134.53,8500000.0,11961040.86,18883122.59,13114721.15,3246093.67,2695.71,ZONA DE EQUILIBRIO,0.0
2025-09-16,20250916,-1805592.91,13401541.62,8500000.0,11961040.86,18883122.59,13114721.15,1440500.76,1196.26,ZONA DE EQUILIBRIO,0.0
2025-09-17,20250917,558274.53,13959816.15,8500000.0,11961040.86,18883122.59,13114721.15,1998775.29,1659.88,ZONA DE EQUILIBRIO,0.0
2025-09-18,20250918,1896686.32,15856502.47,8500000.0,11961040.86,18883122.59,13114721.15,3895461.61,3234.97,ZONA DE EQUILIBRIO,0.0
2025-09-19,20250919,1690410.56,17546913.03,8500000.0,11961040.86,18883122.59,13114721.15,5585872.17,4638.77,ZONA DE EQUILIBRIO,0.0
2025-09-22,20250922,3451986.4,11961040.86,8500000.0,11961040.86,18883122.59,13114721.15,0.0,0.0,INVERTIR EN LECAP / MM,9037858.56
2025-09-23,20250923,846606.05,12807646.92,8500000.0,11961040.86,18883122.59,13114721.15,846606.05,703.06,ZONA DE EQUILIBRIO,0.0
2025-09-24,20250924,5456309.05,18263955.96,8500000.0,11961040.86,18883122.59,13114721.15,6302915.1,5234.23,ZONA DE EQUILIBRIO,0.0
2025-09-25,20250925,-41901.87,18222054.1,8500000.0,11961040.86,18883122.59,13114721.15,6261013.23,5199.44,ZONA DE EQUILIBRIO,0.0
