TransaccionID,DateKey,Fecha,ProductoID,CentroCostoID,VolumenReal,PrecioRealUnit,CostoRealUnit,IngresosReales,CostoReal,MargenBrutoReal,CanalVenta
TRX-90056933,20250515,2025-05-15,PRD-26,CC-202,155.0,130247.89,49767.37,20188423.14,7713942.48,12474480.66,Supermercados
TRX-90048802,20210205,2021-02-05,PRD-25,CC-101,84.0,3081.66,1550.26,258859.86,130222.13,128637.73,Supermercados
TRX-90063143,20250113,2025-01-13,PRD-29,CC-202,98.0,66022.35,32723.05,6470189.98,3206859.11,3263330.87,Canal Horeca
TRX-90022998,20250822,2025-08-22,PRD-12,CC-101,175.0,71594.41,34913.76,12529021.42,6109908.01,6419113.41,Canal Horeca
TRX-90041835,20210103,2021-01-03,PRD-23,CC-202,175.0,3310.59,1616.66,579353.33,282914.98,296438.35,Supermercados
TRX-90045298,20240811,2024-08-11,PRD-23,CC-101,87.0,57664.36,28296.5,5016799.42,2461795.59,2555003.83,Supermercados
TRX-90024465,20211018,2021-10-18,PRD-14,CC-202,20.0,5428.03,2541.33,108560.67,50826.63,57734.04,Distribuidor Mayorista
TRX-90021680,20230912,2023-09-12,PRD-12,CC-202,232.0,18294.71,8780.31,4244372.05,2037032.28,2207339.77,Supermercados
TRX-90006526,20241120,2024-11-20,PRD-03,CC-203,177.0,23243.19,94650.22,4114043.99,16753088.92,-12639044.93,Exportacion Directa
TRX-90011725,20220506,2022-05-06,PRD-06,CC-101,68.0,8424.96,3825.34,572897.06,260123.45,312773.61,Distribuidor Mayorista
TRX-90068978,20240125,2024-01-25,PRD-34,CC-202,247.0,115668.31,52550.09,28570072.59,12979871.12,15590201.47,Supermercados
TRX-90025247,20230120,2023-01-20,PRD-14,CC-101,138.0,11849.48,5764.25,1635228.01,795466.59,839761.42,Canal Horeca
TRX-90070091,20251219,2025-12-19,PRD-34,CC-101,163.0,276815.7,125233.03,45120959.26,20412984.47,24707974.79,Canal Horeca
TRX-90014487,20211001,2021-10-01,PRD-07,CC-202,191.0,10912.06,4221.8,2084202.72,806363.09,1277839.63,Supermercados
TRX-90048271,20241209,2024-12-09,PRD-24,CC-101,225.0,117874.82,48671.42,26521833.6,10951068.41,15570765.19,Supermercados
TRX-90069835,20250714,2025-07-14,PRD-34,CC-203,111.0,1206.27,111618.81,133896.24,12389687.89,-12255791.65,Exportacion Directa
TRX-90022980,20250805,2025-08-05,PRD-12,CC-202,42.0,73495.26,35181.95,3086800.91,1477641.73,1609159.18,Supermercados
TRX-90020182,20210817,2021-08-17,PRD-12,CC-202,216.0,4211.34,1985.39,909649.71,428845.26,480804.45,Supermercados
TRX-90047174,20220409,2022-04-09,PRD-24,CC-203,202.0,695.55,4612.44,140500.86,931713.65,-791212.79,Exportacion Directa
TRX-90001166,20210405,2021-04-05,PRD-01,CC-101,139.0,4601.88,2102.03,639661.93,292182.16,347479.77,Distribuidor Mayorista
TRX-90015978,20211101,2021-11-01,PRD-09,CC-202,212.0,5634.18,2751.03,1194445.22,583218.75,611226.47,Supermercados
TRX-90002584,20230127,2023-01-27,PRD-01,CC-202,126.0,11771.31,5574.89,1483184.76,702436.05,780748.71,Canal Horeca
TRX-90060181,20210923,2021-09-23,PRD-29,CC-202,119.0,4692.6,2260.82,558419.99,269038.01,289381.98,Canal Horeca
TRX-90066429,20231219,2023-12-19,PRD-32,CC-101,67.0,69306.1,26037.3,4643508.68,1744499.41,2899009.27,Supermercados
TRX-90030963,20231027,2023-10-27,PRD-16,CC-202,102.0,25331.52,11450.23,2583814.71,1167923.6,1415891.11,Distribuidor Mayorista
TRX-90075811,20230403,2023-04-03,PRD-36,CC-202,30.0,35870.55,16513.49,1076116.42,495404.56,580711.86,Supermercados
TRX-90010797,20210208,2021-02-08,PRD-06,CC-101,116.0,4676.7,2147.06,542497.04,249059.4,293437.64,Supermercados
TRX-90045774,20250104,2025-01-04,PRD-23,CC-203,259.0,5148.46,32449.65,1333451.74,8404459.73,-7071007.99,Exportacion Directa
TRX-90028312,20250709,2025-07-09,PRD-15,CC-101,59.0,174645.04,67907.31,10304057.61,4006531.43,6297526.18,Canal Horeca
TRX-90047971,20240418,2024-04-18,PRD-24,CC-203,155.0,7126.6,36450.36,1104623.05,5649806.25,-4545183.2,Exportacion Directa
TRX-90059726,20210326,2021-03-26,PRD-29,CC-101,215.0,3825.7,1843.36,822524.65,396322.26,426202.39,Supermercados
TRX-90045960,20250410,2025-04-10,PRD-23,CC-101,77.0,73747.26,34258.91,5678539.15,2637936.26,3040602.89,Distribuidor Mayorista
TRX-90068400,20230224,2023-02-24,PRD-34,CC-101,28.0,35510.33,15302.73,994289.15,428476.43,565812.72,Supermercados
TRX-90047218,20220512,2022-05-12,PRD-24,CC-203,144.0,1075.45,4919.25,154865.04,708371.59,-553506.55,Exportacion Directa
TRX-90001173,20210409,2021-04-09,PRD-01,CC-202,58.0,4595.43,2102.91,266535.09,121968.89,144566.2,Distribuidor Mayorista
TRX-90019500,20251210,2025-12-10,PRD-10,CC-203,30.0,11685.59,76329.82,350567.77,2289894.58,-1939326.81,Exportacion Directa
TRX-90054659,20241113,2024-11-13,PRD-25,CC-202,31.0,54543.14,27721.08,1690837.26,859353.58,831483.68,Canal Horeca
TRX-90054660,20241110,2024-11-10,PRD-25,CC-203,91.0,4062.41,27795.17,369679.19,2529360.5,-2159681.31,Exportacion Directa
TRX-90067373,20210608,2021-06-08,PRD-34,CC-202,33.0,13516.05,5727.57,446029.66,189009.84,257019.82,Supermercados
TRX-90073116,20251113,2025-11-13,PRD-35,CC-202,103.0,261155.78,121276.72,26899045.7,12491502.56,14407543.14,Canal Horeca
TRX-90001034,20210127,2021-01-27,PRD-01,CC-202,49.0,3994.7,1866.63,195740.52,91464.88,104275.64,Canal Horeca
TRX-90050056,20211113,2021-11-13,PRD-25,CC-202,81.0,4600.32,2073.29,372625.95,167936.51,204689.44,Supermercados
TRX-90040271,20241210,2024-12-10,PRD-21,CC-202,87.0,71725.22,33656.89,6240094.1,2928149.73,3311944.37,Canal Horeca
TRX-90019262,20241013,2024-10-13,PRD-10,CC-202,237.0,141609.19,55828.85,33561379.16,13231436.39,20329942.77,Supermercados
TRX-90027612,20230123,2023-01-23,PRD-15,CC-202,213.0,22614.4,8900.19,4816868.1,1895740.93,2921127.17,Supermercados
TRX-90023826,20241208,2024-12-08,PRD-13,CC-203,162.0,7217.75,46532.61,1169275.94,7538282.59,-6369006.65,Exportacion Directa
TRX-90051144,20220824,2022-08-24,PRD-25,CC-101,228.0,7128.21,3452.86,1625232.87,787251.59,837981.28,Supermercados
TRX-90067362,20210615,2021-06-15,PRD-34,CC-101,198.0,13084.95,5737.99,2590819.33,1136122.06,1454697.27,Distribuidor Mayorista
TRX-90078696,20250917,2025-09-17,PRD-36,CC-202,249.0,225431.57,103533.32,56132460.12,25779797.48,30352662.64,Supermercados
TRX-90031711,20240825,2024-08-25,PRD-16,CC-101,183.0,62959.08,31887.05,11521511.74,5835330.43,5686181.31,Distribuidor Mayorista
TRX-90052453,20230710,2023-07-10,PRD-25,CC-202,114.0,14372.99,6828.03,1638521.35,778395.83,860125.52,Supermercados
TRX-90050388,20220226,2022-02-26,PRD-25,CC-202,221.0,4865.44,2363.76,1075262.29,522391.43,552870.86,Supermercados
TRX-90026008,20240403,2024-04-03,PRD-14,CC-101,223.0,55846.91,27723.09,12453860.49,6182248.68,6271611.81,Supermercados
TRX-90001895,20220426,2022-04-26,PRD-01,CC-202,113.0,7410.4,3402.22,837375.0,384450.63,452924.37,Distribuidor Mayorista
TRX-90005462,20230501,2023-05-01,PRD-02,CC-203,133.0,1984.16,11660.53,263893.18,1550850.37,-1286957.19,Exportacion Directa
TRX-90062657,20240701,2024-07-01,PRD-29,CC-203,173.0,3209.82,28626.81,555298.57,4952438.55,-4397139.98,Exportacion Directa
TRX-90002357,20221025,2022-10-25,PRD-01,CC-101,236.0,10157.85,4919.48,2397253.71,1160996.88,1236256.83,Distribuidor Mayorista
TRX-90034359,20220724,2022-07-24,PRD-18,CC-202,164.0,10591.83,5369.46,1737059.32,880591.53,856467.79,Supermercados
TRX-90001696,20211209,2021-12-09,PRD-01,CC-202,258.0,5809.14,2817.35,1498756.86,726876.22,771880.64,Supermercados
TRX-90051526,20221102,2022-11-02,PRD-25,CC-202,195.0,8446.4,4066.69,1647047.38,793003.95,854043.43,Distribuidor Mayorista
TRX-90002290,20220924,2022-09-24,PRD-01,CC-202,125.0,9661.84,4556.82,1207730.34,569602.82,638127.52,Supermercados
TRX-90076832,20240226,2024-02-26,PRD-36,CC-202,112.0,120404.68,54651.71,13485324.09,6120991.2,7364332.89,Supermercados
TRX-90048294,20250121,2025-01-21,PRD-24,CC-101,90.0,125577.55,50615.72,11301979.67,4555415.18,6746564.49,Distribuidor Mayorista
TRX-90063324,20250412,2025-04-12,PRD-29,CC-101,208.0,73403.01,35208.18,15267826.11,7323301.57,7944524.54,Supermercados
TRX-90041459,20230923,2023-09-23,PRD-22,CC-202,200.0,39601.01,15503.82,7920202.75,3100763.63,4819439.12,Supermercados
TRX-90005610,20231014,2023-10-14,PRD-02,CC-203,116.0,3248.21,18319.12,376792.2,2125018.13,-1748225.93,Exportacion Directa
TRX-90027802,20230903,2023-09-03,PRD-15,CC-101,87.0,44600.36,16949.34,3880231.04,1474592.54,2405638.5,Supermercados
TRX-90004568,20251003,2025-10-03,PRD-01,CC-202,52.0,85304.91,45694.49,4435855.35,2376113.4,2059741.95,Supermercados
TRX-90033292,20221122,2022-11-22,PRD-17,CC-203,153.0,1319.3,7795.27,201853.07,1192675.85,-990822.78,Exportacion Directa
TRX-90023225,20251120,2025-11-20,PRD-12,CC-101,68.0,72666.66,36619.32,4941332.54,2490113.69,2451218.85,Supermercados
TRX-90071959,20240113,2024-01-13,PRD-35,CC-203,71.0,837.09,52533.94,59433.48,3729910.0,-3670476.52,Exportacion Directa
TRX-90037699,20210905,2021-09-05,PRD-21,CC-202,247.0,5200.81,2294.49,1284600.76,566738.76,717862.0,Supermercados
TRX-90052144,20230427,2023-04-27,PRD-25,CC-202,173.0,11402.44,5577.28,1972621.59,964869.98,1007751.61,Supermercados
TRX-90063504,20250716,2025-07-16,PRD-29,CC-202,133.0,73919.49,37890.33,9831291.89,5039414.45,4791877.44,Canal Horeca
TRX-90055613,20250821,2025-08-21,PRD-25,CC-101,156.0,65258.21,35335.06,10180281.49,5512269.53,4668011.96,Supermercados
TRX-90061049,20220814,2022-08-14,PRD-29,CC-203,78.0,642.66,3784.55,50127.36,295194.68,-245067.32,Exportacion Directa
TRX-90003268,20231205,2023-12-05,PRD-01,CC-101,51.0,34284.13,16515.16,1748490.66,842273.12,906217.54,Supermercados
TRX-90072229,20240719,2024-07-19,PRD-35,CC-202,93.0,174375.02,80644.88,16216876.87,7499973.9,8716902.97,Supermercados
TRX-90052747,20230913,2023-09-13,PRD-25,CC-202,36.0,17757.61,8668.11,639274.08,312051.93,327222.15,Supermercados
TRX-90038599,20221125,2022-11-25,PRD-21,CC-202,159.0,10200.88,4810.6,1621940.52,764886.14,857054.38,Distribuidor Mayorista
TRX-90032635,20250801,2025-08-01,PRD-16,CC-202,77.0,88696.39,42306.92,6829622.09,3257632.77,3571989.32,Supermercados
TRX-90056704,20231220,2023-12-20,PRD-26,CC-203,77.0,5426.36,20286.45,417830.08,1562056.73,-1144226.65,Exportacion Directa
TRX-90058888,20230717,2023-07-17,PRD-28,CC-101,224.0,38609.3,16168.9,8648482.81,3621833.93,5026648.88,Canal Horeca
TRX-90005756,20240502,2024-05-02,PRD-02,CC-202,145.0,116079.84,44491.66,16831576.77,6451290.74,10380286.03,Distribuidor Mayorista
TRX-90025568,20230806,2023-08-06,PRD-14,CC-101,150.0,19476.74,9655.63,2921511.53,1448344.29,1473167.24,Distribuidor Mayorista
TRX-90058587,20220611,2022-06-11,PRD-28,CC-203,92.0,953.69,7005.77,87739.86,644531.23,-556791.37,Exportacion Directa
TRX-90028516,20210226,2021-02-26,PRD-16,CC-101,67.0,4245.73,1886.21,284464.23,126376.38,158087.85,Distribuidor Mayorista
TRX-90064228,20220715,2022-07-15,PRD-30,CC-202,68.0,14398.13,5691.09,979072.63,386994.23,592078.4,Canal Horeca
TRX-90052216,20230519,2023-05-19,PRD-25,CC-202,196.0,12791.43,6075.0,2507119.91,1190699.83,1316420.08,Distribuidor Mayorista
TRX-90023962,20251212,2025-12-12,PRD-13,CC-203,60.0,13875.09,59832.54,832505.54,3589952.27,-2757446.73,Exportacion Directa
TRX-90042091,20210520,2021-05-20,PRD-23,CC-202,58.0,4073.39,1914.75,236256.69,111055.63,125201.06,Supermercados
TRX-90039019,20230620,2023-06-20,PRD-21,CC-101,54.0,15041.6,7256.3,812246.55,391840.32,420406.23,Supermercados
TRX-90028127,20241101,2024-11-01,PRD-15,CC-202,174.0,138273.65,53416.92,24059614.72,9294544.08,14765070.64,Supermercados
TRX-90015041,20241202,2024-12-02,PRD-07,CC-202,109.0,152022.71,60033.27,16570475.55,6543626.2,10026849.35,Supermercados
TRX-90023971,20210127,2021-01-27,PRD-14,CC-202,167.0,4102.75,1931.21,685159.26,322511.31,362647.95,Distribuidor Mayorista
TRX-90074238,20211124,2021-11-24,PRD-36,CC-202,162.0,14070.54,6309.71,2279428.29,1022173.78,1257254.51,Supermercados
TRX-90043110,20220507,2022-05-07,PRD-23,CC-202,100.0,6546.26,3071.02,654625.63,307101.56,347524.07,Canal Horeca
TRX-90055345,20250618,2025-06-18,PRD-25,CC-202,31.0,70339.26,33707.58,2180517.01,1044934.96,1135582.05,Distribuidor Mayorista
TRX-90047499,20221215,2022-12-15,PRD-24,CC-101,160.0,18573.11,7181.84,2971697.84,1149095.17,1822602.67,Supermercados
TRX-90028906,20210712,2021-07-12,PRD-16,CC-202,238.0,5077.83,2376.68,1208523.19,565649.29,642873.9,Supermercados
TRX-90078156,20250515,2025-05-15,PRD-36,CC-101,205.0,200930.86,95637.7,41190826.84,19605728.38,21585098.46,Supermercados
TRX-90003467,20240522,2024-05-22,PRD-01,CC-203,158.0,4036.16,28354.4,637713.32,4479995.09,-3842281.77,Exportacion Directa
TRX-90032483,20250614,2025-06-14,PRD-16,CC-202,134.0,86280.88,40952.2,11561638.16,5487594.33,6074043.83,Distribuidor Mayorista
TRX-90064365,20230613,2023-06-13,PRD-30,CC-203,241.0,2479.67,11077.41,597601.67,2669656.45,-2072054.78,Exportacion Directa
TRX-90040127,20241025,2024-10-25,PRD-21,CC-101,239.0,62098.33,32740.45,14841501.77,7824967.19,7016534.58,Supermercados
TRX-90017789,20241111,2024-11-11,PRD-09,CC-202,206.0,69228.95,36415.75,14261163.96,7501645.21,6759518.75,Supermercados
TRX-90042021,20210419,2021-04-19,PRD-23,CC-202,71.0,4111.42,1868.75,291911.15,132681.26,159229.89,Canal Horeca
TRX-90074832,20220618,2022-06-18,PRD-36,CC-101,78.0,18984.43,8838.84,1480785.44,689429.84,791355.6,Supermercados
TRX-90029994,20220902,2022-09-02,PRD-16,CC-101,191.0,9180.49,4401.34,1753473.54,840656.59,912816.95,Distribuidor Mayorista
TRX-90055285,20250514,2025-05-14,PRD-25,CC-101,120.0,69176.43,32139.8,8301172.04,3856775.46,4444396.58,Distribuidor Mayorista
TRX-90030411,20230301,2023-03-01,PRD-16,CC-101,252.0,12887.55,6366.66,3247663.61,1604397.99,1643265.62,Supermercados
TRX-90055274,20250520,2025-05-20,PRD-25,CC-202,66.0,64785.13,32558.19,4275818.42,2148840.51,2126977.91,Distribuidor Mayorista
TRX-90020188,20210827,2021-08-27,PRD-12,CC-202,239.0,4185.76,1901.98,1000396.06,454573.82,545822.24,Canal Horeca
TRX-90024127,20210409,2021-04-09,PRD-14,CC-101,194.0,4611.85,2151.7,894698.16,417428.98,477269.18,Distribuidor Mayorista
TRX-90030587,20230622,2023-06-22,PRD-16,CC-202,197.0,16766.56,7875.89,3303012.84,1551550.53,1751462.31,Supermercados
TRX-90011219,20210909,2021-09-09,PRD-06,CC-202,219.0,5623.34,2676.99,1231510.41,586261.61,645248.8,Distribuidor Mayorista
TRX-90007490,20220504,2022-05-04,PRD-04,CC-203,182.0,943.06,6842.27,171636.09,1245292.47,-1073656.38,Exportacion Directa
TRX-90009561,20250617,2025-06-17,PRD-04,CC-202,234.0,169196.84,79259.49,39592061.41,18546720.29,21045341.12,Distribuidor Mayorista
TRX-90028369,20250922,2025-09-22,PRD-15,CC-101,176.0,189946.08,71656.73,33430510.53,12611585.16,20818925.37,Canal Horeca
TRX-90026858,20250920,2025-09-20,PRD-14,CC-101,153.0,85575.71,44734.84,13093083.32,6844429.8,6248653.52,Distribuidor Mayorista
TRX-90065288,20221011,2022-10-11,PRD-31,CC-203,104.0,1430.47,7845.07,148769.19,815887.73,-667118.54,Exportacion Directa
TRX-90065344,20221224,2022-12-24,PRD-31,CC-101,231.0,23219.69,8644.17,5363749.47,1996804.42,3366945.05,Supermercados
TRX-90048855,20210201,2021-02-01,PRD-25,CC-202,138.0,3364.36,1549.64,464282.07,213850.76,250431.31,Supermercados
TRX-90049467,20210719,2021-07-19,PRD-25,CC-101,211.0,4019.86,1860.55,848190.18,392575.95,455614.23,Canal Horeca
TRX-90015223,20210527,2021-05-27,PRD-08,CC-203,207.0,2184.11,5887.39,452110.77,1218690.21,-766579.44,Exportacion Directa
TRX-90044257,20230722,2023-07-22,PRD-23,CC-202,54.0,15327.47,7423.97,827683.36,400894.4,426788.96,Canal Horeca
TRX-90016513,20221006,2022-10-06,PRD-09,CC-202,116.0,9760.7,4946.85,1132241.03,573834.79,558406.24,Distribuidor Mayorista
TRX-90038862,20230314,2023-03-14,PRD-21,CC-202,211.0,13262.75,5952.25,2798440.23,1255924.0,1542516.23,Distribuidor Mayorista
TRX-90068913,20231225,2023-12-25,PRD-34,CC-203,71.0,611.4,43836.25,43409.09,3112373.6,-3068964.51,Exportacion Directa
TRX-90036974,20250918,2025-09-18,PRD-19,CC-203,112.0,11349.66,85705.31,1271161.6,9598995.11,-8327833.51,Exportacion Directa
TRX-90005783,20240619,2024-06-19,PRD-02,CC-203,138.0,5574.85,46911.36,769328.87,6473768.27,-5704439.4,Exportacion Directa
TRX-90071106,20220813,2022-08-13,PRD-35,CC-101,95.0,25078.82,11390.42,2382488.08,1082089.77,1300398.31,Distribuidor Mayorista
TRX-90055179,20250420,2025-04-20,PRD-25,CC-202,58.0,66567.96,32328.94,3860941.54,1875078.27,1985863.27,Supermercados
TRX-90054554,20241126,2024-11-26,PRD-25,CC-202,218.0,54409.86,27488.67,11861348.87,5992529.34,5868819.53,Supermercados
TRX-90041614,20240921,2024-09-21,PRD-22,CC-101,80.0,124499.39,48273.51,9959951.3,3861880.62,6098070.68,Distribuidor Mayorista
TRX-90076291,20230914,2023-09-14,PRD-36,CC-101,189.0,57228.25,24214.18,10816139.31,4576480.15,6239659.16,Supermercados
TRX-90024953,20220827,2022-08-27,PRD-14,CC-202,28.0,9380.8,4356.97,262662.34,121995.07,140667.27,Supermercados
TRX-90062449,20240421,2024-04-21,PRD-29,CC-202,61.0,51050.57,23864.26,3114084.95,1455719.92,1658365.03,Supermercados
TRX-90004764,20210307,2021-03-07,PRD-02,CC-101,170.0,8019.4,3147.12,1363297.89,535010.01,828287.88,Supermercados
TRX-90006025,20250305,2025-03-05,PRD-02,CC-203,60.0,7098.91,60537.74,425934.56,3632264.58,-3206330.02,Exportacion Directa
TRX-90061419,20230101,2023-01-01,PRD-29,CC-202,164.0,11093.64,5025.99,1819357.11,824261.87,995095.24,Distribuidor Mayorista
TRX-90054990,20250210,2025-02-10,PRD-25,CC-101,67.0,59524.01,29464.93,3988108.42,1974150.62,2013957.8,Canal Horeca
TRX-90052033,20230304,2023-03-04,PRD-25,CC-101,43.0,10192.47,5173.55,438276.42,222462.86,215813.56,Supermercados
TRX-90060457,20211226,2021-12-26,PRD-29,CC-202,202.0,5695.12,2489.55,1150414.24,502888.78,647525.46,Supermercados
TRX-90058615,20220707,2022-07-07,PRD-28,CC-202,214.0,20236.79,7218.97,4330674.01,1544858.62,2785815.39,Canal Horeca
TRX-90047154,20220315,2022-03-15,PRD-24,CC-101,40.0,10571.97,4480.4,422878.68,179215.98,243662.7,Distribuidor Mayorista
TRX-90033540,20240912,2024-09-12,PRD-17,CC-202,240.0,130439.83,50064.17,31305559.75,12015399.95,19290159.8,Canal Horeca
TRX-90026232,20240821,2024-08-21,PRD-14,CC-202,211.0,71251.01,31194.91,15033962.09,6582126.71,8451835.38,Supermercados
TRX-90003936,20241103,2024-11-03,PRD-01,CC-202,190.0,69820.6,35113.37,13265914.19,6671541.14,6594373.05,Supermercados
TRX-90052241,20230502,2023-05-02,PRD-25,CC-101,234.0,12666.89,6069.67,2964053.26,1420302.51,1543750.75,Distribuidor Mayorista
TRX-90038664,20221119,2022-11-19,PRD-21,CC-101,135.0,10167.12,4795.27,1372561.42,647360.8,725200.62,Supermercados
TRX-90021363,20230411,2023-04-11,PRD-12,CC-202,235.0,12034.02,5939.13,2827994.67,1395695.18,1432299.49,Supermercados
TRX-90014070,20250808,2025-08-08,PRD-06,CC-202,101.0,90407.01,46416.83,9131108.32,4688099.52,4443008.8,Supermercados
TRX-90007713,20220922,2022-09-22,PRD-04,CC-202,231.0,18428.9,9167.58,4257076.51,2117711.19,2139365.32,Supermercados
TRX-90044542,20231001,2023-10-01,PRD-23,CC-202,199.0,20695.78,10179.93,4118459.63,2025805.66,2092653.97,Distribuidor Mayorista
TRX-90021600,20230721,2023-07-21,PRD-12,CC-101,200.0,14268.08,7021.06,2853615.72,1404212.47,1449403.25,Supermercados
TRX-90021293,20230217,2023-02-17,PRD-12,CC-202,137.0,10320.42,4910.55,1413897.95,672745.93,741152.02,Supermercados
TRX-90038600,20221102,2022-11-02,PRD-21,CC-202,186.0,10269.92,4729.86,1910205.73,879753.25,1030452.48,Canal Horeca
TRX-90008215,20230601,2023-06-01,PRD-04,CC-101,57.0,31213.02,16358.88,1779142.14,932456.05,846686.09,Supermercados
TRX-90023885,20250709,2025-07-09,PRD-13,CC-202,110.0,138541.27,53516.17,15239539.17,5886779.06,9352760.11,Distribuidor Mayorista
